date,pos_sum,pos_mean,net_pos,running_pos_avg,delta_pos,geom_pos_avg,sup_sum,sup_mean,net_sup,running_sup_avg,delta_sup,geom_sup_avg,subj_sum,subj_mean,net_subj,running_subj_avg,delta_subj,geom_subj_avg,polls,delta_polls
2011-02-01,14.9616715484,0.748083577418,4.96167154836,0.713341349437,-0.032727239271,1.17524575113,7.96210286573,0.398105143286,-2.03789713427,0.434161876577,-0.0220340920064,0.665851285013,3.70148185331,0.185074092666,-6.29851814669,0.115148053069,0.0100762479631,0.243794152039,47.5,0.0
2011-02-02,4.97961543536,0.553290603929,0.479615435358,0.680614110166,-0.0172500601082,0.996079963884,3.18063295072,0.353403661191,-1.31936704928,0.412127784571,-0.00705999825958,0.613258192994,2.18365691054,0.242628545615,-2.31634308946,0.125224301032,0.0233836037418,0.328024346331,47.5,0.0
2011-02-03,7.33924196082,0.611603496735,1.33924196082,0.663364050058,0.000669486809218,1.01285242909,5.05843278398,0.421536065332,-0.941567216016,0.405067786311,-0.00279866232623,0.666805074516,2.62051304802,0.218376087335,-3.37948695198,0.148607904774,0.0375403053025,0.328938470135,47.5,0.0
2011-02-04,8.03213639016,0.730194217287,2.53213639016,0.664033536867,-0.00760186651216,1.12860392431,4.49999939428,0.409090854026,-1.00000060572,0.402269123985,0.00550387045479,0.664602738276,2.44616001073,0.222378182794,-3.05383998927,0.186148210077,0.0351318528171,0.338856427239,47.5,0.0
2011-02-05,3.83391873843,0.638986456405,0.83391873843,0.656431670355,-0.00323697020396,1.06420145603,2.74037549018,0.456729248363,-0.25962450982,0.40777299444,0.0180678638971,0.712816406823,1.42766043636,0.23794340606,-1.57233956364,0.221280062894,-0.0182717590986,0.359664414725,47.5,0.0
2011-02-06,10.2465821696,0.731898726398,3.24658216958,0.653194700151,0.00773435888902,1.1454312816,6.83822247881,0.488444462772,-0.161777521194,0.425840858337,0.00417706690412,0.756832846563,1.31201416042,0.0937152971727,-5.68798583958,0.203008303795,-0.0261938370101,0.22275496773,47.5,-1.1
2011-02-07,4.73569918699,0.591962398374,0.73569918699,0.66092905904,0.00272084347084,1.02453948724,2.99431196569,0.374288995711,-1.00568803431,0.430017925241,0.00496739845255,0.656142541825,0.893274884516,0.111659360565,-3.10672511548,0.176814466785,-0.0350175532742,0.208795635084,46.4,0.0
2011-02-08,6.87728485498,0.625207714089,1.37728485498,0.663649902511,-0.00917501447206,1.03111323245,4.91010363354,0.446373057595,-0.589896366458,0.434985323693,0.00679496497872,0.706356695411,0.4761715306,0.0432883209636,-5.0238284694,0.141796913511,-0.0296121582304,0.131663051614,46.4,0.3
2011-02-09,8.89614888405,0.684319144927,2.39614888405,0.654474888039,-0.0369280288503,1.08766530234,5.75985382595,0.443065678919,-0.740146174051,0.441780288672,-0.0256151196492,0.712403941944,0.966126091343,0.0743173916418,-5.53387390866,0.112184755281,0.0154174082477,0.140597817054,46.7,0.0
2011-02-10,3.63477049723,0.454346312154,-0.36522950277,0.617546859188,-0.0120840402196,0.870442126316,2.62922920094,0.328653650117,-1.37077079906,0.416165169023,-0.0185446858806,0.600741849746,2.52024357839,0.315030447298,-1.47975642161,0.127602163528,0.0256132000377,0.37836914304,46.7,0.6
2011-02-11,8.0577423036,0.6714785253,2.0577423036,0.605462818969,0.0369217407944,1.03526357024,4.74865240043,0.395721033369,-1.25134759957,0.397620483142,0.0259346799791,0.640730652781,2.66137556834,0.221781297361,-3.33862443166,0.153215363566,-0.00928332050368,0.342410730726,47.3,0.0
2011-02-12,3.10628440938,0.776571102346,1.10628440938,0.642384559763,0.0124919363269,1.17182432557,2.01584958243,0.503962395607,0.015849582428,0.423555163121,-0.0296735787934,0.754017305218,0.260971032185,0.0652427580461,-1.73902896782,0.143932043062,0.0216144128961,0.187065585735,47.3,0.0
2011-02-13,6.87667395724,0.687667395724,1.87667395724,0.65487649609,-0.0463138885761,1.12063334122,2.98005163627,0.298005163627,-2.01994836373,0.393881584328,-0.0119969342269,0.576135476448,1.51360385444,0.151360385444,-3.48639614556,0.165546455958,0.0232539912237,0.237020073937,47.3,0.0
2011-02-14,5.8857461266,0.452749702046,-0.614253873397,0.608562607514,0.0180654280205,0.880690546157,4.9800531012,0.383081007785,-1.5199468988,0.381884650101,-0.00570838797376,0.621914833754,2.47763552089,0.190587347761,-4.02236447911,0.188800447182,-0.0225621235871,0.282856428524,47.3,0.0
2011-02-15,14.7061832109,0.544673452256,1.20618321092,0.626628035535,-0.0235277147296,0.913718540661,8.1030161767,0.300111710248,-5.3969838233,0.376176262127,0.00834838829901,0.544045689877,5.4599353928,0.202219829363,-8.0400646072,0.166238323595,-0.0123770222333,0.305988635199,47.3,-0.3
2011-02-16,6.09223946818,0.553839951652,0.592239468176,0.603100320805,-0.0492647753291,0.920406049322,4.8120927235,0.437462974864,-0.687907276497,0.384524650426,-0.0327761701634,0.6614661324,1.75885804814,0.159896186195,-3.74114195186,0.153861301362,0.00163404461876,0.271531458483,47.0,0.0
2011-02-17,3.7117305799,0.5302472257,0.211730579903,0.553835545476,-0.0070382629004,0.895368522076,2.38057081353,0.34008154479,-1.11942918647,0.351748480263,0.0154717014469,0.589191193348,0.513890867979,0.0734129811399,-2.98610913202,0.15549534598,0.000700548572854,0.178476827497,47.0,0.0
2011-02-18,6.52476081222,0.652476081222,1.52476081222,0.546797282576,0.0204659613467,1.00973870581,3.75363670862,0.375363670862,-1.24636329138,0.36722018171,-0.00394337884001,0.610011313229,1.54863128308,0.154863128308,-3.45136871692,0.156195894553,-0.0139844979453,0.236040612651,47.0,0.0
