date,fav_sum,fav_mean,net_probability_support,polls,running_pos_avg,geom_avg
2011-04-01,3.64123834058,0.364123834058,-1.35876165942,47.3,0.406624539417,0.630471544328
2011-04-02,4.03024655595,0.503780819494,0.030246555954,47.3,0.423320463349,0.75644760158
2011-04-03,2.76347914668,0.345434893335,-1.23652085332,47.3,0.413142304439,0.626549585011
2011-04-04,3.85518318918,0.296552553014,-2.64481681082,47.3,0.382941973092,0.549836495466
2011-04-05,8.82592031009,0.383735665656,-2.67407968991,47.3,0.378725553111,0.613486732171
2011-04-06,3.8951878485,0.2996298345,-2.6048121515,47.3,0.3658267532,0.539728681584
2011-04-07,6.81790046678,0.378772248154,-2.18209953322,47.3,0.340825038932,0.600774407978
2011-04-08,6.02841246782,0.463724035986,-0.471587532181,47.3,0.364482867462,0.697167944001
2011-04-09,1.22755571876,0.306888929689,-0.772444281244,47.3,0.366550142797,0.565454788898
2011-04-10,2.668117152,0.381159593143,-0.831882847998,47.3,0.366034928295,0.611631340313
2011-04-11,2.95379433066,0.295379433066,-2.04620566934,47.3,0.365184848008,0.533121303142
2011-04-12,2.85259606138,0.356574507672,-1.14740393862,47.0,0.360745299911,0.575149800616
2011-04-13,5.59977217381,0.37331814492,-1.90022782619,47.0,0.342664121698,0.598625048778
2011-04-14,5.58955522005,0.279477761002,-4.41044477995,47.0,0.337181887961,0.51088869838
2011-04-15,3.03560955314,0.337289950349,-1.46439044686,46.9,0.328407959402,0.547758740853
2011-04-16,2.79832710378,0.399761014825,-0.701672896222,46.9,0.349284275754,0.615523251135
2011-04-17,3.58318043109,0.298598369257,-2.41681956891,46.9,0.337689048071,0.531252675913
2011-04-18,2.97510345767,0.425014779667,-0.524896542334,46.9,0.34802837502,0.639616139777
2011-04-19,5.795499493,0.340911734882,-2.704500507,47.0,0.360315169796,0.579769418366
2011-04-20,6.94095158013,0.385608421119,-2.05904841987,46.2,0.36997886395,0.613544447168
2011-04-21,3.78823384165,0.291402603204,-2.71176615835,46.2,0.348307181626,0.526605631668
2011-04-22,6.50012818027,0.361118232237,-2.49987181973,46.2,0.360811154222,0.575843720435
2011-04-23,1.24154609581,0.413848698604,-0.258453904188,46.2,0.358577938009,0.63723732811
2011-04-24,2.64786139954,0.378265914221,-0.852138600456,46.2,0.366048773877,0.617777621582
2011-04-25,2.24132346633,0.320189066619,-1.25867653367,46.2,0.352964902977,0.558001552501
2011-04-26,3.97048704104,0.441165226783,-0.529512958956,46.2,0.382917427693,0.664520339267
2011-04-27,3.20099510456,0.355666122729,-1.29900489544,46.2,0.381827005791,0.603129802182
2011-04-28,12.1927179518,0.420438550063,-2.30728204817,46.2,0.383144976083,0.656661279911
2011-04-29,9.38593102502,0.391080459376,-2.61406897498,46.2,0.385707885114,0.639514910336
2011-04-30,5.18883151901,0.432402626584,-0.811168480986,46.2,0.408150597107,0.678813280221
2011-05-01,3.27521958967,0.327521958967,-1.72478041033,46.2,0.385421943544,0.584003735393
2011-05-02,10.1191088452,0.374781809081,-3.38089115481,46.2,0.389245080814,0.609745857844
2011-05-03,15.0283332576,0.455404038108,-1.47166674244,46.2,0.396238178423,0.693309817084
2011-05-04,5.70429139106,0.475357615922,-0.295708608938,46.2,0.413093609732,0.733975927543
2011-05-05,5.69314538587,0.334890905051,-2.80685461413,45.6,0.393591265426,0.607558345477
2011-05-06,11.4153483604,0.475639515016,-0.584651639619,46.6,0.423214776636,0.720445558022
2011-05-07,3.61237242764,0.401374714183,-0.887627572357,46.6,0.428533357656,0.670211825726
2011-05-08,5.24693289687,0.476993899716,-0.253067103129,46.6,0.432851329977,0.737143075349
2011-05-09,1.28888586261,0.322221465652,-0.711114137393,46.6,0.402224099923,0.598389305015
2011-05-10,1.67200854742,0.334401709484,-0.827991452581,46.6,0.40212626081,0.579026798901
2011-05-11,7.00464722779,0.412038072223,-1.49535277221,47.9,0.389405972251,0.646617731261
2011-05-12,2.72843359407,0.454738932345,-0.271566405928,47.9,0.400078815884,0.703105300279
2011-05-13,4.61728892973,0.384774077478,-1.38271107027,47.9,0.381634851436,0.648937297048
2011-05-14,2.26019673885,0.282524592356,-1.73980326115,47.9,0.373695476777,0.536434063403
2011-05-15,2.9315626441,0.488593774017,-0.068437355899,47.9,0.404533889684,0.713262147799
2011-05-16,1.42133671723,0.355334179308,-0.578663282767,48.4,0.393193111101,0.618404824056
2011-05-17,2.60946901251,0.434911502085,-0.390530987492,48.4,0.389227625049,0.680190696193
2011-05-18,2.78802853218,0.398289790312,-0.711971467818,48.4,0.391930767616,0.656836819829
2011-05-19,5.51435352727,0.501304866116,0.014353527271,48.4,0.435686822367,0.756207879841
2011-05-20,7.99532556229,0.47031326837,-0.504674437715,48.4,0.432030721238,0.749900339744
2011-05-21,1.46609860255,0.244349767092,-1.53390139745,48.4,0.409833838795,0.527233181914
2011-05-22,2.77705258378,0.396721797683,-0.722947416219,48.4,0.402195897914,0.625943779436
2011-05-23,7.65372358665,0.478357724166,-0.346276413346,48.4,0.418209484685,0.722683852251
2011-05-24,5.85649340086,0.366030837554,-2.14350659914,48.4,0.391154678973,0.635177366623
2011-05-25,6.23659391146,0.445470993676,-0.763406088541,48.4,0.386186224034,0.697338999237
2011-05-26,6.48243304681,0.432162203121,-1.01756695319,48.6,0.42374871124,0.697326404016
2011-05-27,5.9241920245,0.455707078807,-0.575807975503,48.6,0.435545767465,0.723051023354
2011-05-28,1.33153616354,0.443845387846,-0.168463836463,48.6,0.428643300201,0.718593527843
2011-05-29,2.54613372945,0.424355621576,-0.453866270547,48.6,0.440308257005,0.699811460601
2011-05-30,3.68883038298,0.461103797872,-0.311169617022,48.6,0.443434817844,0.732612857531
2011-05-31,2.62524513147,0.437540855245,-0.374754868531,48.6,0.444510548269,0.71686093864
2011-06-01,4.21119878813,0.421119878813,-0.78880121187,48.6,0.43759310827,0.698059500812
2011-06-02,4.97837038408,0.382951568006,-1.52162961592,48.9,0.425414344302,0.655214893584
2011-06-03,4.30339807486,0.358616506239,-1.69660192514,48.9,0.412266521235,0.619410372251
2011-06-04,2.5138427404,0.359120391486,-0.9861572596,48.9,0.391869839958,0.608616936667
2011-06-05,3.49713677469,0.437142096836,-0.50286322531,48.9,0.391790088276,0.68112931093
2011-06-06,5.37547327173,0.41349794398,-1.12452672826,48.9,0.390265701309,0.673673443732
2011-06-07,4.815881015,0.401323417917,-1.184118985,48.0,0.393940071291,0.662054478905
2011-06-08,5.6367955408,0.433599656985,-0.863204459197,47.9,0.408936701441,0.691977076817
2011-06-09,2.9733391455,0.330371016166,-1.5266608545,48.2,0.403186826377,0.59595267281
2011-06-10,2.60921044552,0.521842089105,0.109210445524,48.2,0.42012682483,0.764777951759
2011-06-11,1.00906136731,0.252265341828,-0.990938632688,48.2,0.3878803044,0.533367992561
2011-06-12,2.60714171421,0.521428342843,0.107141714215,48.2,0.411901289385,0.751088775848
2011-06-13,4.85809747662,0.485809747662,-0.141902523379,48.2,0.422343307521,0.761429437965
2011-06-14,4.9077277821,0.49077277821,-0.0922722179,48.2,0.45442365993,0.775914231362
2011-06-15,6.71514997078,0.447676664718,-0.784850029224,48.0,0.439590575052,0.739795840191
2011-06-16,2.312066888,0.330295269715,-1.187933112,48.0,0.45519656063,0.615890717013
2011-06-17,3.47456661415,0.386062957127,-1.02543338585,48.0,0.428123483486,0.640390064464
2011-06-18,3.23250600643,0.323250600643,-1.76749399357,48.0,0.395611654083,0.577845463602
2011-06-19,4.94243473058,0.449312248234,-0.557565269423,48.0,0.387319548087,0.686894527382
2011-06-20,2.79681580206,0.349601975258,-1.20318419794,48.0,0.367704610195,0.610527547326
2011-06-21,4.71058152126,0.392548460105,-1.28941847874,48.0,0.380155248273,0.637692975583
2011-06-22,5.98884518428,0.499070432023,-0.011154815723,48.0,0.402756743253,0.748519811488
2011-06-23,7.25475800977,0.403042111654,-1.74524199023,48.0,0.418715045455,0.680401410994
2011-06-24,6.97423978859,0.410249399329,-1.52576021141,48.0,0.410902475674,0.675913403979
2011-06-25,2.5229025391,0.360414648442,-0.977097460903,48.0,0.413065010311,0.624056266354
2011-06-26,4.79092880869,0.479092880869,-0.209071191312,48.0,0.430373894463,0.729403175576
2011-06-27,1.81966490155,0.303277483592,-1.18033509845,47.9,0.391215304777,0.577301260991
2011-06-28,3.15396731132,0.394245913915,-0.846032688683,47.9,0.389456065229,0.634169897938
2011-06-29,4.1907488831,0.523843610387,0.190748883099,47.6,0.412174907441,0.772279645625
2011-06-30,3.63742983932,0.303119153277,-2.36257016068,47.6,0.400715808408,0.586370109752
2011-07-01,2.58541632034,0.323177040043,-1.41458367966,47.6,0.369532640243,0.566542457946
2011-07-02,1.58674214534,0.396685536335,-0.41325785466,47.6,0.388214250791,0.629019816988
2011-07-03,2.49332485263,0.356189264661,-1.00667514737,47.6,0.380602920941,0.600688169788
2011-07-04,3.51090006506,0.390100007229,-0.989099934942,47.6,0.353854200309,0.628742699163
2011-07-05,3.77053897717,0.377053897717,-1.22946102283,47.6,0.368641149197,0.621614900719
2011-07-06,5.64094118408,0.376062745605,-1.85905881592,47.6,0.379218290309,0.619624113254
2011-07-07,4.01375352071,0.364886683701,-1.48624647929,47.6,0.372858519783,0.607848379217
2011-07-08,2.55202722678,0.319003403348,-1.44797277322,47.6,0.36542134752,0.558851881588
2011-07-09,1.32630043265,0.331575108162,-0.673699567353,47.6,0.353716367707,0.558490623239
2011-07-10,2.96908789587,0.371135986984,-1.03091210413,47.6,0.35253278556,0.595226312396
2011-07-11,3.46886592831,0.289072160693,-2.53113407169,47.6,0.335134668577,0.520993589405
2011-07-12,4.12555534476,0.294682524626,-2.87444465524,47.6,0.321093836762,0.509003828913
2011-07-13,2.8516079435,0.407372563357,-0.648392056501,47.6,0.338767668764,0.615347750371
2011-07-14,6.67523218083,0.370846232268,-2.32476781917,47.6,0.346621893586,0.603218868192
2011-07-15,3.87515300228,0.298088692483,-2.62484699772,47.6,0.332012434685,0.531340398522
2011-07-16,1.74778481101,0.194198312335,-2.75221518899,47.6,0.313037665014,0.410445800114
2011-07-17,2.18159539548,0.36359923258,-0.818404604522,47.6,0.326821006605,0.546655818628
2011-07-18,3.28582689677,0.365091877419,-1.21417310323,47.6,0.318364869417,0.575011467023
2011-07-19,1.67821151769,0.279701919615,-1.32178848231,47.5,0.300136006886,0.49983857821
2011-07-20,7.45349352711,0.392289133006,-2.04650647288,46.7,0.318976094991,0.595960478347
2011-07-21,4.76134621695,0.297584138559,-3.23865378305,46.9,0.339653260236,0.522637132512
2011-07-22,3.75757081936,0.268397915669,-3.24242918064,46.9,0.320612996854,0.478623020553
2011-07-23,3.60700484437,0.400778316041,-0.892995155631,46.9,0.327750284578,0.59790928678
2011-07-24,2.16808293344,0.27101036668,-1.83191706656,46.9,0.326011973991,0.494970963785
2011-07-25,3.39608447803,0.485154925433,-0.103915521971,46.9,0.344585132476,0.687705606255
2011-07-26,4.85816315642,0.373704858186,-1.64183684358,46.9,0.359809276402,0.621220781414
2011-07-27,1.7371922689,0.289532044817,-1.2628077311,46.9,0.364036102231,0.528436281035
2011-07-28,1.51042880944,0.251738134906,-1.48957119056,46.9,0.334228066004,0.467788239176
2011-07-29,3.21472530868,0.292247755334,-2.28527469132,46.9,0.338475543735,0.489179355307
2011-07-30,2.77657492059,0.462762486764,-0.223425079413,46.9,0.333997056002,0.660454656103
2011-07-31,2.53622395957,0.317027994946,-1.46377604043,46.9,0.322661683354,0.556327948422
2011-08-01,3.8783787684,0.38783787684,-1.1216212316,46.9,0.342322849758,0.608558829675
2011-08-02,3.08825604783,0.280750549803,-2.41174395217,46.9,0.348125332738,0.512706063202
2011-08-03,4.40902128885,0.314930092061,-2.59097871115,46.9,0.352661800083,0.524926375489
2011-08-04,6.19929228615,0.295204394579,-4.30070771385,46.9,0.319150181646,0.504548279317
2011-08-05,4.73364015204,0.315576010136,-2.76635984796,46.9,0.318859784683,0.518832634821
2011-08-06,2.43724537394,0.406207562324,-0.562754626057,46.9,0.32253372178,0.611433798183
2011-08-07,1.38224298808,0.230373831347,-1.61775701192,46.9,0.312458378089,0.458578542839
2011-08-08,1.36979918539,0.456599728464,-0.130200814608,46.9,0.34079230537,0.650853244802
2011-08-09,2.78342027405,0.309268919339,-1.71657972595,46.9,0.343605210322,0.54604227212
2011-08-10,2.28981206031,0.457962412062,-0.210187939691,46.3,0.372082490707,0.675491144646
2011-08-11,5.58024686997,0.372016457998,-1.91975313003,46.6,0.365244269842,0.619794099673
2011-08-12,5.27510012632,0.376792866166,-1.72489987368,46.8,0.394528076806,0.616248005
2011-08-13,3.18012213066,0.353346903407,-1.31987786934,46.8,0.373877511794,0.591810204818
2011-08-14,4.48339712071,0.373616426726,-1.51660287929,46.8,0.386747013272,0.606087472936
2011-08-15,2.5011438736,0.25011438736,-2.4988561264,46.8,0.345177408331,0.485182265337
2011-08-16,4.38195100689,0.438195100689,-0.618048993107,46.8,0.358413136869,0.643385804477
2011-08-17,5.39391964886,0.449493304071,-0.606080351145,46.8,0.372953224451,0.688534446569
2011-08-18,3.81448586925,0.476810733656,-0.185514130751,46.8,0.3976459905,0.732227914944
2011-08-19,9.07706398137,0.412593817335,-1.92293601863,46.8,0.405441468622,0.683190202266
2011-08-20,2.85103332325,0.40729047475,-0.64896667675,46.8,0.4368766861,0.669889591756
2011-08-21,2.52824399699,0.421373999498,-0.471756003015,46.8,0.433512465862,0.680559835158
2011-08-22,2.7732496251,0.346656203137,-1.2267503749,46.1,0.412945045675,0.608231684343
2011-08-23,5.62304338944,0.401645956388,-1.37695661056,46.1,0.397912090222,0.645744944676
2011-08-24,2.50002918261,0.416671530435,-0.49997081739,45.8,0.398727632842,0.667038962271
2011-08-25,3.06324543244,0.437606490349,-0.436754567559,45.8,0.404790835961,0.693806137647
2011-08-26,1.12477413033,0.374924710111,-0.375225869666,45.7,0.395500978084,0.638994576585
2011-08-27,4.21113637115,0.382830579195,-1.28886362885,45.7,0.402735853296,0.635055534515
2011-08-28,2.50564526516,0.417607544194,-0.494354734836,45.7,0.405928170857,0.667130238344
2011-08-29,5.44676839662,0.418982184355,-1.05323160338,45.7,0.406390301641,0.675694215977
2011-08-30,4.59293748838,0.459293748838,-0.407062511625,45.7,0.410727753339,0.71931044036
2011-08-31,4.37112104586,0.437112104586,-0.628878954144,45.5,0.423165232233,0.708954298952
2011-09-01,10.7208687964,0.48731221802,-0.27913120357,44.8,0.444061559998,0.759175768914
2011-09-02,6.20455655159,0.443182610828,-0.795443448405,44.8,0.449176573325,0.728400649541
2011-09-03,2.92419244541,0.324910271712,-1.57580755459,44.8,0.430362190797,0.605453477464
2011-09-04,4.99116617755,0.415930514795,-1.00883382245,44.8,0.421689543988,0.665802066511
2011-09-05,3.59737628371,0.449672035463,-0.402623716295,44.8,0.424201530164,0.708959702005
2011-09-06,8.34606029935,0.463670016631,-0.65393970065,45.0,0.419473089886,0.734207354879
2011-09-07,3.90973459065,0.355430417332,-1.59026540935,45.0,0.401922651187,0.634366443501
2011-09-08,8.13123067029,0.406561533514,-1.86876932971,45.0,0.418252903547,0.662679231281
2011-09-09,9.89961462448,0.471410220213,-0.600385375523,45.0,0.429348844631,0.730847297299
2011-09-10,4.129809312,0.4129809312,-0.870190687996,45.0,0.422010623778,0.689268318965
2011-09-11,2.23444760277,0.372407933795,-0.765552397232,45.0,0.403758207211,0.641401088784
2011-09-12,3.94854037273,0.394854037273,-1.05145962727,45.0,0.411642931199,0.651245269869
2011-09-13,3.54454751556,0.354454751556,-1.45545248444,45.2,0.401221574807,0.610844999511
2011-09-14,9.02360102759,0.39233047946,-2.47639897241,45.7,0.385405626657,0.637997776666
2011-09-15,4.80504893567,0.320336595711,-2.69495106433,46.0,0.366876759559,0.570427256905
2011-09-16,7.47038278989,0.466898924368,-0.529617210105,46.0,0.385774957674,0.700238499218
2011-09-17,2.46598664442,0.41099777407,-0.534013355583,46.0,0.389003705033,0.673393793208
2011-09-18,3.21655707854,0.357395230949,-1.28344292146,46.0,0.389591800912,0.617733093999
2011-09-19,3.75412762059,0.341284329145,-1.74587237941,46.3,0.379382570848,0.588313582419
2011-09-20,5.72690325282,0.301415960675,-3.77309674718,46.9,0.375598443841,0.538809518465
2011-09-21,7.02802957578,0.468535305052,-0.471970424222,47.2,0.375925719978,0.691149718658
2011-09-22,2.76726732612,0.345908415764,-1.23273267388,47.2,0.362907848317,0.602992777691
2011-09-23,4.73407129642,0.430370117856,-0.765928703583,47.2,0.377502825698,0.670960026532
2011-09-24,1.22565152059,0.306412880148,-0.774348479407,47.2,0.370528535899,0.561978983267
2011-09-25,7.23333005397,0.425490003175,-1.26666994603,47.2,0.395343344399,0.65634375789
2011-09-26,5.76581435866,0.360363397416,-2.23418564134,47.4,0.373708962872,0.610623599917
2011-09-27,6.95547300767,0.347773650384,-3.04452699233,47.4,0.374082009796,0.589363297912
2011-09-28,5.74085473792,0.382723649195,-1.75914526208,47.1,0.364552716064,0.617860350046
2011-09-29,7.8088360881,0.410991373058,-1.6911639119,47.1,0.385468414645,0.65175973377
2011-09-30,2.50952466921,0.418254111535,-0.490475330789,46.9,0.384021236318,0.668144884137
2011-10-01,5.0684552369,0.389881172069,-1.4315447631,46.9,0.389924791248,0.645705706892
2011-10-02,1.79362358704,0.358724717408,-0.706376412959,46.9,0.392115004653,0.610568684995
2011-10-03,2.49976755501,0.416627925835,-0.50023244499,46.2,0.398895859981,0.659441717199
2011-10-04,3.87026940298,0.387026940298,-1.12973059702,45.8,0.394102973429,0.64036883264
2011-10-05,4.88884537481,0.376065028832,-1.61115462519,45.3,0.385665156888,0.626280736621
2011-10-06,2.03710981785,0.407421963569,-0.462890182154,45.6,0.389173315188,0.653884225639
2011-10-07,6.32856270749,0.351586817083,-2.67143729251,45.6,0.387745735123,0.604228214507
2011-10-08,3.99773809863,0.499717262329,-0.002261901369,45.6,0.404363602422,0.740971465387
2011-10-09,4.89403372725,0.32626891515,-2.60596627275,45.6,0.392211997392,0.599743678032
2011-10-10,4.70534020567,0.427758200515,-0.794659794331,45.6,0.402550631729,0.671711030654
2011-10-11,5.33718055043,0.410552350033,-1.16281944957,45.3,0.403176709022,0.668227218088
2011-10-12,7.1850139482,0.47900092988,-0.314986051801,45.5,0.428659531581,0.737620198842
2011-10-13,3.70841196698,0.463551495872,-0.291588033023,45.8,0.42142637829,0.740083955374
2011-10-14,6.53623047046,0.384484145321,-1.96376952954,45.8,0.433069424324,0.665338980305
2011-10-15,3.03953009705,0.506588349508,0.039530097049,45.8,0.448835454123,0.770667018263
2011-10-16,1.16158394039,0.387194646797,-0.338416059608,45.8,0.444163913476,0.675116384839
2011-10-17,4.19572178779,0.349643482316,-1.80427821221,45.8,0.418292423963,0.617887456476
2011-10-18,7.76076406686,0.388038203343,-2.23923593314,45.8,0.403189765457,0.639278362039
2011-10-19,5.30248992402,0.407883840309,-1.19751007598,46.0,0.407869704455,0.660707880485
2011-10-20,4.46095705297,0.446095705297,-0.539042947029,45.8,0.395771175613,0.703556778459
2011-10-21,6.20421590465,0.413614393643,-1.29578409535,45.8,0.401055124982,0.682294178229
2011-10-22,1.81346274134,0.302243790223,-1.18653725866,45.8,0.391575186563,0.567800904597
2011-10-23,1.56687092507,0.391717731267,-0.433129074932,45.8,0.392311092148,0.628603264892
2011-10-24,3.65981167815,0.406645742016,-0.840188321855,45.8,0.392063472489,0.653250898436
2011-10-25,3.95634052721,0.359667320655,-1.54365947279,45.8,0.374777795561,0.612891398507
2011-10-26,3.14980746785,0.349978607539,-1.35019253215,45.7,0.36205063834,0.594229785696
2011-10-27,4.27198991065,0.305142136475,-2.72801008935,45.7,0.36263030759,0.543175356541
2011-10-28,4.55595565419,0.32542540387,-2.44404434581,45.7,0.349371842111,0.549065872669
2011-10-29,1.90747386191,0.381494772382,-0.592526138092,45.7,0.344341648184,0.603265793968
2011-10-30,1.70931483865,0.284885806441,-1.29068516135,45.7,0.329385345341,0.518789357152
2011-10-31,1.75026300088,0.291710500147,-1.24973699912,45.7,0.317731723863,0.5061917877
2011-11-01,5.86439765689,0.488699804741,-0.135602343107,45.7,0.354443257516,0.69647954048
2011-11-02,1.86461207717,0.372922415434,-0.635387922832,45.9,0.363942659829,0.625973910991
2011-11-03,3.22493441138,0.358326045709,-1.27506558862,45.9,0.359308914495,0.60167857819
2011-11-04,4.35066482554,0.362555402128,-1.64933517446,45.7,0.374842833632,0.599810768842
2011-11-05,1.97865606251,0.395731212502,-0.52134393749,45.7,0.395646976103,0.631631720984
2011-11-06,4.3171055552,0.43171055552,-0.682894444796,45.7,0.384249126259,0.675176840879
2011-11-07,6.3730036092,0.42486690728,-1.1269963908,46.0,0.394638024628,0.680587846048
2011-11-08,3.43910809305,0.49130115615,-0.060891906951,46.0,0.421233046716,0.751108011329
2011-11-09,4.89949897656,0.349964212611,-2.10050102344,46.0,0.418714808813,0.629003538515
2011-11-10,1.88641012731,0.377282025462,-0.613589872692,46.0,0.415024971405,0.63015907785
2011-11-11,7.32760555082,0.488507036721,-0.172394449178,46.1,0.426384267645,0.737952443248
2011-11-12,3.27186018617,0.467408598024,-0.228139813832,46.1,0.434892605794,0.742490616183
2011-11-13,3.07887319211,0.439839027444,-0.421126807889,45.8,0.424600180053,0.720659333359
2011-11-14,2.85915295169,0.357394118961,-1.14084704831,46.2,0.426086161322,0.635054722023
2011-11-15,7.75741246911,0.456318380536,-0.742587530885,46.1,0.441893432337,0.712838846398
2011-11-16,2.93409032204,0.326010035782,-1.56590967796,45.9,0.40939403215,0.598200783076
2011-11-17,5.93388858531,0.329660476962,-3.06611141469,46.2,0.381844407937,0.575383777065
2011-11-18,4.22649563822,0.352207969851,-1.77350436178,46.2,0.364318196419,0.58755754898
2011-11-19,2.71655833556,0.388079762222,-0.783441664443,46.2,0.370455325071,0.623294300302
2011-11-20,4.15493014383,0.415493014383,-0.84506985617,46.2,0.36229025184,0.65854023003
2011-11-21,3.62072001616,0.362072001616,-1.37927998384,46.2,0.369502645007,0.614877799422
2011-11-22,6.51753756482,0.362085420268,-2.48246243518,46.1,0.375987633668,0.605924608764
2011-11-23,3.01943132339,0.301943132339,-1.98056867661,46.2,0.365934666166,0.542266415845
