date,fav_sum,fav_mean,net_probability_positive,polls,running_pos_avg,geom_avg
2012-02-23,13.0278920194,0.542828834143,1.02789201942,43.9,0.643340167903,0.965572311732
2012-02-24,8.20961860923,0.58640132923,1.20961860923,44.1,0.644799827432,0.980423166458
2012-02-25,5.75507116685,0.575507116685,0.755071166848,44.1,0.606038366867,0.967270818662
2012-02-26,12.4886097843,0.624430489213,2.48860978426,44.3,0.592946808708,1.0108388906
2012-02-27,7.47026047858,0.679114588962,1.97026047858,44.1,0.601656471646,1.07447758772
2012-02-28,11.6613061604,0.583065308023,1.66130616045,44.0,0.609703766422,0.995281439575
2012-02-29,16.7998183738,0.59999351335,2.79981837381,44.7,0.612422203246,0.995682007545
2012-03-01,11.0141371703,0.579691430014,1.51413717027,44.4,0.613259065912,0.973057120741
2012-03-02,5.62849807084,0.562849807084,0.628498070844,44.3,0.600942929487,0.94957550443
2012-03-03,3.5931560102,0.598859335033,0.5931560102,44.3,0.584891878701,0.978056058549
2012-03-04,9.31946796839,0.621297864559,1.81946796839,44.4,0.592538390008,1.00559239172
2012-03-05,5.86289329321,0.586289329321,0.862893293209,44.4,0.589797553202,0.977752548338
2012-03-06,11.9621820154,0.598109100768,1.96218201535,44.3,0.593481087353,0.983873614882
2012-03-07,31.5333275512,0.643537296963,7.03332755119,44.3,0.609618585329,1.02996215351
2012-03-08,14.1440187477,0.642909943079,3.14401874774,44.5,0.618428706938,1.04075239368
2012-03-09,7.27440189971,0.606200158309,1.27440189971,44.8,0.615409165688,1.00886270364
2012-03-10,11.2543977323,0.750293182156,3.75439773234,45.0,0.648209936255,1.14644176971
2012-03-11,8.23015806565,0.748196187786,2.73015806565,45.5,0.678227353659,1.17795354565
2012-03-12,5.90900501353,0.656556112614,1.40900501353,45.5,0.680831116789,1.10063075883
2012-03-13,8.68792145178,0.789811041071,3.18792145178,44.5,0.710211336387,1.21908444436
2012-03-14,19.9308351099,0.711815539639,5.93083510989,44.0,0.731334412653,1.16943218016
2012-03-15,9.83800184836,0.655866789891,2.33800184836,44.1,0.7124491342,1.10669277986
2012-03-16,7.18968984618,0.718968984618,2.18968984618,44.0,0.706603693567,1.15447589313
2012-03-17,5.2209951705,0.745856452929,1.7209951705,43.6,0.72446376163,1.19087954739
2012-03-18,6.09514137922,0.761892672402,2.09514137922,43.8,0.718880087896,1.21748171122
2012-03-19,10.2730221728,0.6420638858,2.2730221728,44.0,0.704929757128,1.10678677609
2012-03-20,10.0499271996,0.717851942828,3.04992719959,43.9,0.717326787715,1.15749109831
2012-03-21,18.2684248406,0.676608327429,4.76842484057,43.8,0.708854656277,1.1249876061
2012-03-22,12.9226785209,0.717926584497,3.92267852095,43.4,0.703268682591,1.15911413484
2012-03-23,10.0343755827,0.668958372182,2.53437558273,43.6,0.684681822547,1.11747688537
2012-03-24,3.20602126637,0.534336877729,0.206021266371,43.4,0.663136420933,0.973614466968
2012-03-25,8.5367510202,0.71139591835,2.5367510202,43.6,0.661845216037,1.11320877021
2012-03-26,6.49168531087,0.721298367874,1.99168531087,43.3,0.670783224126,1.1503999483
2012-03-27,2.71100810956,0.677752027389,0.711008109557,43.5,0.662748312705,1.11936778312
2012-03-28,5.06491492229,0.633114365286,1.06491492229,43.4,0.655579511326,1.06982455485
2012-03-29,6.76864995763,0.520665381356,0.268649957632,43.7,0.652845212051,0.944785539785
2012-03-30,8.83506972264,0.589004648176,1.33506972264,43.0,0.628366958016,0.97950019705
2012-03-31,2.77988358801,0.694970897001,0.779883588005,43.2,0.623101463842,1.08701625759
2012-04-01,5.33371084921,0.592634538801,0.833710849211,43.0,0.606077966124,1.00982637743
2012-04-02,7.41346406001,0.617788671668,1.41346406001,43.3,0.603012827401,1.01963949006
2012-04-03,9.38356683119,0.625571122079,1.88356683119,43.3,0.623993975545,1.02762964861
2012-04-04,16.0023932175,0.666766384063,4.00239321751,43.6,0.639546322722,1.07030062158
2012-04-05,15.9472823605,0.637891294422,3.44728236055,43.6,0.628130402207,1.0520958536
2012-04-06,7.2806826962,0.606723558016,1.2806826962,43.4,0.63094820605,1.0183375899
2012-04-07,4.34830890431,0.724718150719,1.34830890431,43.1,0.65233410186,1.12784438183
2012-04-08,0.915782895256,0.915782895256,0.415782895256,43.1,0.710376456495,1.34468415328
2012-04-09,2.07552220832,0.691840736105,0.575522208316,43.3,0.715391326904,1.17954365371
2012-04-10,8.19236267184,0.68269688932,2.19236267184,43.2,0.724352445883,1.14169355994
2012-04-11,14.3248371906,0.651128963209,3.32483719059,43.2,0.733233526922,1.0986954938
2012-04-12,10.506038666,0.583668814779,1.50603866603,43.6,0.705023659734,1.01856813314
2012-04-13,7.9437183148,0.567408451057,0.943718314795,44.2,0.635348770894,0.979593411558
2012-04-14,6.19257128347,0.619257128347,1.19257128347,44.2,0.620832049342,1.01664333854
2012-04-15,2.27698948599,0.569247371498,0.276989485991,44.2,0.598142145778,0.971582610063
2012-04-16,6.14442470527,0.614442470527,1.14442470527,44.1,0.590804847241,1.00500926193
2012-04-17,7.88973767954,0.563552691396,0.889737679538,44.1,0.586781622565,0.959666963956
2012-04-18,6.90314525557,0.627558659597,1.40314525557,45.3,0.598811664273,1.01243439079
2012-04-19,6.14594072684,0.682882302982,1.64594072684,44.7,0.6115366992,1.07849373445
2012-04-20,6.04183780483,0.671315311647,1.54183780483,44.6,0.63195028723,1.08470416753
2012-04-21,3.81828036336,0.47728504542,-0.181719636639,44.5,0.604518802209,0.895771220104
2012-04-22,0.341141440516,0.341141440516,-0.158858559484,44.4,0.560036552033,0.714267737063
2012-04-23,10.5622315611,0.586790642284,1.5622315611,44.3,0.55188294857,0.906368386566
2012-04-24,9.1690329633,0.705310227946,2.6690329633,44.1,0.556368533563,1.06045246486
2012-04-25,12.8101924776,0.674220656713,3.31019247756,44.0,0.556949602576,1.07102808216
2012-04-26,6.85055035934,0.570879196612,0.850550359344,43.9,0.575668432814,0.978354736337
2012-04-27,4.44361865086,0.634802664409,0.943618650861,43.7,0.634400677593,1.02305962111
2012-04-28,3.04809348946,0.609618697892,0.548093489461,43.8,0.638966288714,1.00664138609
2012-04-29,1.23071964372,0.61535982186,0.23071964372,44.2,0.620976207497,1.00963616985
2012-04-30,5.95547451204,0.661719390227,1.45547451204,44.2,0.6184759542,1.05656676112
2012-05-01,5.15585059586,0.572872288429,0.655850595858,44.0,0.618874572563,0.979594227482
2012-05-02,9.32509804072,0.621673202715,1.82509804072,43.8,0.616248680224,1.01152384793
2012-05-03,6.92084879626,0.629168072387,1.42084879626,44.1,0.620158555123,1.02438139212
2012-05-04,8.64568739221,0.540355462013,0.64568739221,44.1,0.605157683154,0.939267855593
2012-05-05,4.00927051705,0.572752931007,0.509270517049,44.3,0.58736439131,0.951155001881
2012-05-06,1.38401897832,0.69200948916,0.38401897832,45.0,0.611191831456,1.06959863641
2012-05-07,2.71352036327,0.678380090817,0.713520363267,45.1,0.622533209077,1.0844416801
2012-05-08,3.64591828418,0.607653047364,0.645918284184,46.0,0.618230204072,1.02245046125
2012-05-09,5.34550566024,0.66818820753,1.34550566024,45.4,0.643796753176,1.07037752703
2012-05-10,4.37728716396,0.625326737708,0.877287163956,45.4,0.654311514516,1.03802829872
2012-05-11,7.5153781262,0.626281510517,1.5153781262,45.4,0.641165918787,1.03279440704
2012-05-12,3.94101506934,0.656835844889,0.941015069335,45.3,0.636857069602,1.0613878357
2012-05-13,7.31977346856,0.731977346856,2.31977346856,45.0,0.6617219295,1.14326541848
2012-05-14,3.65557062594,0.609261770989,0.655570625937,45.0,0.649936642192,1.04225871415
2012-05-15,4.03098866603,0.575855523719,0.530988666035,44.8,0.640042399394,0.988165477251
2012-05-16,3.03293371085,0.60658674217,0.532933710852,44.1,0.636103445725,1.00266931614
2012-05-17,5.44364577735,0.680455722169,1.44364577735,43.7,0.640827421181,1.07659537467
2012-05-18,3.6673240459,0.611220674316,0.667324045897,44.1,0.616676086673,1.02489396108
2012-05-19,2.70875661204,0.541751322407,0.208756612037,44.1,0.603173996956,0.945469943697
2012-05-20,2.93026287198,0.586052574397,0.430262871985,43.9,0.605213407092,0.968650170492
2012-05-21,2.91798056084,0.729495140211,0.917980560843,43.9,0.6297950867,1.11354787115
2012-05-22,6.19616300485,0.619616300485,1.19616300485,43.6,0.617627202363,1.03897643112
2012-05-23,6.23035209547,0.692261343941,1.73035209547,43.8,0.633835336288,1.09933178318
